HH_num,GenderHOH,AgeHOH,SizeHH,HHID,HH_ISO,HHType,Lang,Lang_P,Surname,Address,PostCode,Country,NationalityLP,NationalityNat,ISO_Travel,IATA_O,Behaviour_1,Behaviour_2,Behaviour_3
187,F,67,1,LUX_0,LUX,1B,lb_LU,en_IN,Tiwari,"4917 Jacobson Harbor
Port Tiffanystad, PR 79014",27118,LUX,en_IN,CIV,LUX,AUH,"['FRA', 'leisure', 'solo', 1]","['LHR', 'group', 'group', 0]","['VIE', 'business', 'business', 0]"
188,F,75,1,MAR_0,MAR,1B,ar_SA,ar_SA,العقيل,"86913 مادلين Islands
ريمانstad, KS 52561",21146,MAR,ar_SA,MAR,MAR,DXB,"['FRA', 'leisure', 'solo', 1]","['TXL', 'leisure', 'solo', 1]","['ARN', 'leisure', 'solo', 1]"
189,M,68,2,MAR_1,MAR,2B,ar_SA,hu_HU,Varga,"391 جابر Port Suite 193
صخرfort, ND 66556",82813,MAR,hu_HU,PAK, DZA,IST,"['LGW', 'leisure', 'couple', 2]","['TKU', 'leisure', 'couple', 2]","['CPH', 'leisure', 'couple', 2]"
190,F,29,1,MAR_2,MAR,1B,ar_SA,ar_SA,العليان,"203 بلند Lodge
New توفيق, AS 28095",44611,MAR,ar_SA,MAR, DZA,AUH,"['FCO', 'leisure', 'solo', 1]","['CDG', 'leisure', 'solo', 1]","['AMS', 'leisure', 'solo', 1]"
191,M,61,1,MAR_3,MAR,1B,ar_SA,ar_SA,الجفالي,"909 آل عايض Overpass
آل بن لافيside, TN 40139",14809,MAR,ar_SA,MAR, DZA,IST,"['LHR', 'leisure', 'solo', 1]","['LHR', 'leisure', 'solo', 1]","['MAD', 'leisure', 'solo', 1]"
192,M,37,5,MAR_4,MAR,2A,ar_SA,ar_SA,آل جعفر,"238 الشايع Lakes Suite 426
العليانtown, ID 38322",27841,MAR,ar_SA,MAR,MAR,DXB,"['LHR', 'leisure', 'family', 5]","['ATH', 'business', 'business', 0]","['LHR', 'group', 'group', 0]"
193,M,55,3,MAR_5,MAR,3AB,ar_SA,en_US,Neal,"178 شربتلي Mountains Apt. 508
West دانيةfurt, AL 72626",33295,MAR,en_US,PHL,MAR,CDG,"['FRA', 'leisure', 'family', 3]","['AMS', 'leisure', 'family', 3]","['BHX', 'business', 'business', 0]"
194,F,41,2,MAR_6,MAR,2B,ar_SA,fr_CH,Cossy,"808 رمزي Cove Suite 657
Port جميلchester, MP 34489",10692,MAR,fr_CH,MAC, DZA,IST,"['MUC', 'business', 'business', 0]","['LGW', 'leisure', 'couple', 2]","['FCO', 'group', 'group', 0]"
195,M,69,3,MAR_7,MAR,3AB,ar_SA,ar_SA,آل معيض,"429 آل سعود Valleys Apt. 393
South سرور, UT 89394",02524,MAR,ar_SA,MAR, DZA,AUH,"['LHR', 'leisure', 'family', 3]","['STN', 'leisure', 'family', 3]","['LIS', 'group', 'group', 0]"
196,M,38,5,MAR_8,MAR,2A,ar_SA,ar_SA,حجار,"490 آل سعود Parks Suite 196
كنانborough, OK 23160",13462,MAR,ar_SA,MAR, DZA,DXB,"['CGN', 'group', 'group', 0]","['MAD', 'leisure', 'family', 5]","['LGW', 'group', 'group', 0]"
197,M,78,2,MAR_9,MAR,2B,ar_SA,ar_SA,المغاولة,"272 آل مقطة Courts
الجفاليchester, ID 27781",12699,MAR,ar_SA,MAR,MAR,LHR,"['FAO', 'leisure', 'couple', 2]","['LGW', 'leisure', 'couple', 2]","['WAW', 'leisure', 'couple', 2]"
198,M,69,3,MAR_10,MAR,3AB,ar_SA,ar_SA,آل سلطان,"911 آل جعفر Summit
North نظام, ME 64337",55168,MAR,ar_SA,MAR,MAR,IST,"['LIS', 'leisure', 'family', 3]","['STN', 'leisure', 'family', 3]","['TXL', 'leisure', 'family', 3]"
199,M,77,3,MAR_11,MAR,3AB,ar_SA,ko_KR,윤,"89916 آل صفوان Bypass
East عبد الرّزاق, DC 94708",30018,MAR,ko_KR,NER, DZA,AUH,"['CDG', 'leisure', 'family', 3]","['BCN', 'leisure', 'family', 3]","['CPH', 'leisure', 'family', 3]"
200,M,73,1,MLI_0,MLI,1B,af_ZA,af_ZA,Garcia,"17295 Jeanne Highway Suite 455
New Eugeneberg, MN 94282",75703,MLI,af_ZA,MLI,SEN,AUH,"['ARN', 'leisure', 'solo', 1]","['LHR', 'leisure', 'solo', 1]","['ARN', 'leisure', 'solo', 1]"
201,M,30,3,MLI_1,MLI,3AB,af_ZA,af_ZA,Allen,"USCGC Edwards
FPO AP 80104",03124,MLI,af_ZA,MLI,SEN,AUH,"['ZRH', 'leisure', 'family', 3]","['VIE', 'leisure', 'family', 3]","['AMS', 'leisure', 'family', 3]"
202,M,43,1,MLI_2,MLI,1B,af_ZA,af_ZA,Jackson,"2344 Dawn Flat
Kathleenville, AZ 01851",30792,MLI,af_ZA,MLI,SEN,AUH,"['KBP', 'leisure', 'solo', 1]","['FRA', 'business', 'business', 0]","['AMS', 'business', 'business', 0]"
203,M,69,1,MLI_3,MLI,1B,af_ZA,af_ZA,Edwards,"1013 Smith Vista
New Micheleville, AR 64986",88516,MLI,af_ZA,MLI,SEN,IST,"['LIS', 'business', 'business', 0]","['MAD', 'leisure', 'solo', 1]","['CPH', 'leisure', 'solo', 1]"
204,M,29,1,MLI_4,MLI,1B,af_ZA,af_ZA,Boyer,"741 Kendra Crossroad Apt. 356
Gutierrezside, WV 81879",69435,MLI,af_ZA,MLI,SEN,LHR,"['MAD', 'leisure', 'solo', 1]","['FAO', 'leisure', 'solo', 1]","['LHR', 'leisure', 'solo', 1]"
205,F,79,1,MLI_5,MLI,1B,af_ZA,af_ZA,Ramos,"9061 Patricia Court Suite 054
Thompsontown, CA 93705",91327,MLI,af_ZA,MLI,SEN,LHR,"['GOT', 'leisure', 'solo', 1]","['CPH', 'leisure', 'solo', 1]","['MAN', 'group', 'group', 0]"
206,F,55,1,MLI_6,MLI,1B,af_ZA,af_ZA,Tucker,"1789 Williams Spur Apt. 800
North Krista, HI 55384",89983,MLI,af_ZA,MLI,SEN,AUH,"['VIE', 'leisure', 'solo', 1]","['ATH', 'leisure', 'solo', 1]","['DME', 'leisure', 'solo', 1]"
207,M,50,2,MLI_7,MLI,2B,af_ZA,lb_LU,Hays,"327 Reginald Rest
Port Dianeberg, OR 15842",09798,MLI,lb_LU,PRI,SEN,IST,"['MRS', 'leisure', 'couple', 2]","['DUB', 'leisure', 'couple', 2]","['LHR', 'leisure', 'couple', 2]"
208,M,78,2,MLI_8,MLI,2B,af_ZA,af_ZA,Hammond,"Unit 2442 Box 4520
DPO AP 08406",76195,MLI,af_ZA,MLI,SEN,LHR,"['EDI', 'leisure', 'couple', 2]","['ATH', 'leisure', 'couple', 2]","['LHR', 'group', 'group', 0]"
209,M,47,2,MLI_9,MLI,2B,af_ZA,af_ZA,Conway,"8280 Larson Corner
Alejandroborough, UT 99168",81908,MLI,af_ZA,MLI,SEN,DXB,"['MUC', 'leisure', 'couple', 2]","['CPH', 'leisure', 'couple', 2]","['VIE', 'leisure', 'couple', 2]"
210,M,29,3,MLI_10,MLI,3AB,af_ZA,af_ZA,Davis,"070 Smith Parkway
Sandraberg, VT 58391",43815,MLI,af_ZA,MLI,SEN,LHR,"['LCY', 'leisure', 'family', 3]","['ARN', 'leisure', 'family', 3]","['GVA', 'group', 'group', 0]"
211,F,39,1,MLI_11,MLI,1B,af_ZA,en_US,Carney,"38504 Martin Well
West Taylorfort, NJ 51129",09936,MLI,en_US,GGY,SEN,AUH,"['LHR', 'leisure', 'solo', 1]","['ARN', 'group', 'group', 0]","['SVO', 'business', 'business', 0]"
212,M,46,5,MLT_0,MLT,2A,,,Kelly,"208 Johnson Shoal
West Kim, GU 91850",69025,MLT,,MLT,MLT,DXB,"['DEL', 'leisure', 'family', 5]","['LHR', 'leisure', 'couple', 2]","['SFO', 'leisure', 'family', 5]"
213,M,27,2,NAM_0,NAM,1A,af_ZA,af_ZA,Allison,"47598 Wells Parkways Suite 754
Lake Jennifermouth, AZ 10197",01836,NAM,af_ZA,NAM, ZAF,AUH,"['GLA', 'leisure', 'family', 2]","['NCL', 'leisure', 'family', 2]","['LGW', 'leisure', 'family', 2]"
214,M,29,1,NAM_1,NAM,1B,af_ZA,af_ZA,Bryant,"7556 Elizabeth Road
Walkerview, ID 19775",81134,NAM,af_ZA,NAM, ZAF,LHR,"['CDG', 'leisure', 'solo', 1]","['MUC', 'leisure', 'solo', 1]","['TXL', 'leisure', 'solo', 1]"
215,F,69,5,NAM_2,NAM,2A,af_ZA,af_ZA,Jones,"4248 Smith Roads Apt. 150
Port Emily, AK 39188",04343,NAM,af_ZA,NAM, ZAF,IST,"['ZRH', 'leisure', 'family', 5]","['AMS', 'leisure', 'couple', 2]","['CPH', 'business', 'business', 0]"
216,M,76,1,NAM_3,NAM,1B,af_ZA,af_ZA,Mcbride,"5124 Deborah Skyway Apt. 444
South Kristie, NY 26725",94823,NAM,af_ZA,NAM, ZAF,AUH,"['HEL', 'leisure', 'solo', 1]","['CDG', 'leisure', 'solo', 1]","['MAD', 'leisure', 'solo', 1]"
217,M,28,3,NAM_4,NAM,2A,af_ZA,pt_PT,Lima,"8224 Ortega Extension Suite 762
North Alanberg, GU 68353",49716,NAM,pt_PT,ESH, ZAF,DXB,"['STR', 'leisure', 'family', 3]","['VIE', 'leisure', 'family', 3]","['VIE', 'business', 'business', 0]"
218,M,46,5,NAM_5,NAM,2A,af_ZA,af_ZA,Mccarthy,"45084 Julia Wall
Laurafort, MA 33343",09710,NAM,af_ZA,NAM, ZAF,LHR,"['AMS', 'leisure', 'couple', 2]","['LHR', 'leisure', 'family', 5]","['GOT', 'business', 'business', 0]"
219,F,31,1,NAM_6,NAM,1B,af_ZA,af_ZA,Glover,"3510 Russell Freeway
Smithport, MP 25096",28517,NAM,af_ZA,NAM,SEN,DXB,"['LGW', 'group', 'group', 0]","['FRA', 'leisure', 'solo', 1]","['CPH', 'leisure', 'solo', 1]"
220,F,63,2,NAM_7,NAM,2B,af_ZA,af_ZA,Russo,"328 Erin Parks Apt. 420
Brookeberg, LA 02262",73706,NAM,af_ZA,NAM, ZAF,LHR,"['CDG', 'leisure', 'couple', 2]","['ALC', 'leisure', 'couple', 2]","['CPH', 'leisure', 'couple', 2]"
221,M,43,2,NAM_8,NAM,2B,af_ZA,af_ZA,Clay,"Unit 6797 Box 5846
DPO AE 60775",71877,NAM,af_ZA,NAM,SEN,LHR,"['DUB', 'leisure', 'couple', 2]","['ARN', 'leisure', 'couple', 2]","['HEL', 'leisure', 'couple', 2]"
222,M,36,1,NAM_9,NAM,1B,af_ZA,af_ZA,Christian,"250 Jones Villages Suite 919
Port Erik, MH 43702",75050,NAM,af_ZA,NAM,SEN,AUH,"['DUS', 'business', 'business', 0]","['VIE', 'leisure', 'solo', 1]","['AMS', 'leisure', 'solo', 1]"
223,F,25,1,NAM_10,NAM,1B,af_ZA,af_ZA,Day,"6492 Maria Ville
North Amystad, AR 17619",05986,NAM,af_ZA,NAM, ZAF,CDG,"['LHR', 'leisure', 'solo', 1]","['LHR', 'leisure', 'solo', 1]","['STN', 'leisure', 'solo', 1]"
224,M,30,2,NAM_11,NAM,2B,af_ZA,af_ZA,Mack,"981 Maxwell Street Suite 306
East Stephanie, CT 59949",11166,NAM,af_ZA,NAM, ZAF,CDG,"['LHR', 'leisure', 'couple', 2]","['LTN', 'leisure', 'couple', 2]","['DUB', 'leisure', 'couple', 2]"
225,M,27,4,NLD_0,NLD,2A,nl_NL,nl_NL,van Embden,"Jobsingel 266
9796 CV
Drunen",6528WC,NLD,nl_NL,NLD,NLD,CDG,"['SAW', 'leisure', 'family', 4]","['TLL', 'business', 'business', 0]","['STR', 'business', 'business', 0]"
226,F,48,3,NLD_1,NLD,2A,nl_NL,nl_NL,Rippey,"Maryamhof 51
2592 ON
Espel",9686 ET,NLD,nl_NL,NLD,NLD,IST,"['ATH', 'leisure', 'couple', 2]","['IAD', 'leisure', 'couple', 2]","['SVO', 'leisure', 'family', 3]"
227,F,66,5,ROU_0,ROU,3AB,ro_RO,ro_RO,Ardelean,"Bulevardul Dochioiu Nr. 51
Campulung, 761895",535581,ROU,ro_RO,ROU,ROU,DXB,"['LHR', 'leisure', 'family', 5]","['SVO', 'leisure', 'family', 5]","['MAN', 'leisure', 'family', 5]"
228,M,39,3,ROU_1,ROU,2A,ro_RO,ro_RO,Nistor,"Intrarea Manole
Glina, 762255",335908,ROU,ro_RO,ROU,ROU,CDG,"['MUC', 'leisure', 'family', 3]","['GRU', 'leisure', 'couple', 2]","['MUC', 'business', 'business', 0]"
229,M,42,4,ROU_2,ROU,2A,ro_RO,en_AU,Knapp,"Strada Tabacu
Mogosoaia, 733440",126755,ROU,en_AU,VNM,ROU,DXB,"['HEL', 'leisure', 'couple', 2]","['LTN', 'leisure', 'family', 4]","['FRA', 'leisure', 'couple', 2]"
230,F,77,2,RUS_0,RUS,2B,ru_RU,ru_RU,Блинов,"г. Павловская, алл. 70 лет Октября, д. 1, 631873",042257,RUS,ru_RU,RUS,RUS,CDG,"['MUC', 'leisure', 'couple', 2]","['LHR', 'leisure', 'couple', 2]","['STN', 'leisure', 'couple', 2]"
231,F,77,1,SLE_0,SLE,1B,af_ZA,af_ZA,Rodgers,"6792 Vincent Crossing
Stacymouth, NV 06790",16518,SLE,af_ZA,SLE,SEN,LHR,"['AMS', 'leisure', 'solo', 1]","['FAO', 'leisure', 'solo', 1]","['LGW', 'business', 'business', 0]"
232,M,47,2,SLE_1,SLE,2B,af_ZA,af_ZA,Hanson,"67867 Ross Views
Johnsonton, SD 36924",25345,SLE,af_ZA,SLE,SEN,DXB,"['LGW', 'group', 'group', 0]","['CDG', 'leisure', 'couple', 2]","['WAW', 'business', 'business', 0]"
233,F,52,1,SLE_2,SLE,1B,af_ZA,af_ZA,Huynh,"21127 Mary Drive
Wendyland, IN 85816",41252,SLE,af_ZA,SLE,SEN,IST,"['ARN', 'leisure', 'solo', 1]","['AMS', 'leisure', 'solo', 1]","['LUX', 'leisure', 'solo', 1]"
234,M,25,1,SLE_3,SLE,1B,af_ZA,af_ZA,Heath,"83302 Novak Wall
Wilsonfurt, KY 68691",80471,SLE,af_ZA,SLE,SEN,LHR,"['HEL', 'business', 'business', 0]","['SVO', 'leisure', 'solo', 1]","['CDG', 'leisure', 'solo', 1]"
235,M,39,1,SLE_4,SLE,1B,af_ZA,af_ZA,Carpenter,"3879 Allen Gateway
Brittanychester, NY 17689",92010,SLE,af_ZA,SLE,SEN,CDG,"['ORY', 'leisure', 'solo', 1]","['ARN', 'business', 'business', 0]","['BCN', 'leisure', 'solo', 1]"
236,F,39,3,SLE_5,SLE,3AB,af_ZA,nl_BE,Merckx,"PSC 2028, Box 1715
APO AP 78332",74693,SLE,nl_BE,ETH,SEN,CDG,"['CGN', 'leisure', 'family', 3]","['HEL', 'leisure', 'family', 3]","['VIE', 'leisure', 'family', 3]"
237,M,74,3,SLE_6,SLE,3AB,af_ZA,af_ZA,Santana,"6793 Mcdonald Park
Port Aliciaville, VI 23617",31088,SLE,af_ZA,SLE,SEN,DXB,"['DUB', 'leisure', 'family', 3]","['ORY', 'leisure', 'family', 3]","['TXL', 'leisure', 'family', 3]"
238,F,56,2,SLE_7,SLE,2B,af_ZA,af_ZA,Spencer,"732 Audrey Forges
Port Vincent, NV 13478",21620,SLE,af_ZA,SLE,SEN,LHR,"['CPH', 'business', 'business', 0]","['ZRH', 'business', 'business', 0]","['FRA', 'leisure', 'couple', 2]"
239,M,32,2,SLE_8,SLE,2B,af_ZA,af_ZA,White,"9332 Pamela Cove
West Christineland, NC 46201",36435,SLE,af_ZA,SLE,SEN,AUH,"['VIE', 'leisure', 'couple', 2]","['AMS', 'leisure', 'couple', 2]","['TXL', 'leisure', 'couple', 2]"
240,M,66,1,SLE_9,SLE,1B,af_ZA,af_ZA,Parker,"1842 Alexander Well
New Jeffrey, PR 90224",68504,SLE,af_ZA,SLE,SEN,IST,"['FCO', 'group', 'group', 0]","['DUB', 'leisure', 'solo', 1]","['RIX', 'leisure', 'solo', 1]"
241,F,36,4,SLE_10,SLE,2A,af_ZA,af_ZA,Kelley,"527 Smith Park Suite 929
South Susan, ID 59793",75965,SLE,af_ZA,SLE,SEN,IST,"['ARN', 'business', 'business', 0]","['LHR', 'group', 'group', 0]","['TXL', 'business', 'business', 0]"
242,M,54,3,SLE_11,SLE,2A,af_ZA,af_ZA,Cannon,"7359 Stephanie Ferry
Johnsonfurt, ND 82357",34761,SLE,af_ZA,SLE,SEN,LHR,"['SVO', 'leisure', 'family', 3]","['LHR', 'leisure', 'couple', 2]","['SVO', 'business', 'business', 0]"
243,F,70,1,SVN_0,SVN,1B,sl_SI,sl_SI,Knez,"Lorenzova cesta 6
4144 Žiri",7923,SVN,sl_SI,SVN,SVN,IST,"['OTP', 'leisure', 'solo', 1]","['CLT', 'leisure', 'solo', 1]","['CDG', 'group', 'group', 0]"
244,M,78,1,TZA_0,TZA,1B,af_ZA,af_ZA,Nelson,"USCGC Edwards
FPO AA 24296",18923,TZA,af_ZA,TZA, DZA,AUH,"['BCN', 'business', 'business', 0]","['TXL', 'leisure', 'solo', 1]","['STN', 'leisure', 'solo', 1]"
245,M,38,5,TZA_1,TZA,2A,af_ZA,af_ZA,Wilson,"297 John Estate Apt. 780
South Raymond, VA 91935",83665,TZA,af_ZA,TZA,SEN,DXB,"['LTN', 'leisure', 'family', 5]","['MAN', 'leisure', 'couple', 2]","['AMS', 'leisure', 'family', 5]"
246,M,42,4,TZA_2,TZA,2A,af_ZA,af_ZA,Ritter,"7354 Molina Summit
Wrightton, ND 43294",10393,TZA,af_ZA,TZA, TUR,AUH,"['BUD', 'business', 'business', 0]","['VIE', 'leisure', 'family', 4]","['LHR', 'leisure', 'family', 4]"
247,M,64,2,TZA_3,TZA,2B,af_ZA,af_ZA,Mccall,"USNV Morris
FPO AE 01514",11595,TZA,af_ZA,TZA, MAR,LHR,"['AMS', 'leisure', 'couple', 2]","['AMS', 'leisure', 'couple', 2]","['SVQ', 'business', 'business', 0]"
248,M,37,2,TZA_4,TZA,2B,af_ZA,af_ZA,Blake,"009 Melissa Crescent Suite 656
South Jennifer, KY 80448",59003,TZA,af_ZA,TZA,SEN,CDG,"['CDG', 'business', 'business', 0]","['MAN', 'leisure', 'couple', 2]","['ARN', 'leisure', 'couple', 2]"
249,M,49,1,TZA_5,TZA,1B,af_ZA,af_ZA,Mitchell,"77746 Jacob Ranch
Jacksontown, SC 75334",78344,TZA,af_ZA,TZA, MAR,AUH,"['MAD', 'group', 'group', 0]","['LIS', 'leisure', 'solo', 1]","['BHX', 'leisure', 'solo', 1]"
250,M,52,1,TZA_6,TZA,1B,af_ZA,af_ZA,Gibson,"100 Jason Island
Lake Frank, OH 11468",67610,TZA,af_ZA,TZA,SEN,IST,"['CPH', 'leisure', 'solo', 1]","['BUD', 'leisure', 'solo', 1]","['HEL', 'business', 'business', 0]"
251,M,25,2,TZA_7,TZA,2B,af_ZA,ro_RO,Ardelean,"75329 Heather Crossing Apt. 734
Bradleyport, AK 46332",72213,TZA,ro_RO,BWA,SEN,IST,"['CDG', 'business', 'business', 0]","['NWI', 'leisure', 'couple', 2]","['LUX', 'business', 'business', 0]"
252,M,57,2,TZA_8,TZA,2B,af_ZA,af_ZA,Watts,"031 Martinez Forest Apt. 411
New Wendy, KY 88215",43228,TZA,af_ZA,TZA, DZA,CDG,"['CDG', 'leisure', 'couple', 2]","['BUD', 'leisure', 'couple', 2]","['TLS', 'business', 'business', 0]"
253,F,66,1,TZA_9,TZA,1B,af_ZA,af_ZA,Stafford,"2501 Sullivan Inlet Apt. 405
Ginaport, OR 95580",71975,TZA,af_ZA,TZA, MAR,DXB,"['ORY', 'business', 'business', 0]","['FRA', 'leisure', 'solo', 1]","['LHR', 'leisure', 'solo', 1]"
254,M,52,2,TZA_10,TZA,2B,af_ZA,af_ZA,Clayton,"Unit 7376 Box 1863
DPO AA 50040",95245,TZA,af_ZA,TZA,SEN,CDG,"['WMI', 'leisure', 'couple', 2]","['GVA', 'leisure', 'couple', 2]","['EIN', 'leisure', 'couple', 2]"
255,F,64,3,TZA_11,TZA,3AB,af_ZA,af_ZA,Morgan,"745 David Ports
Vickimouth, IA 19589",91913,TZA,af_ZA,TZA, TUR,DXB,"['HAM', 'group', 'group', 0]","['MUC', 'group', 'group', 0]","['LHR', 'leisure', 'family', 3]"
256,F,58,3,UKR_0,UKR,3AB,uk_UA,uk_UA,Єрмоленко,"сквер Кордонна, буд. 4, Зборів, 72553",41371,UKR,uk_UA,UKR,UKR,LHR,"['ARN', 'leisure', 'family', 3]","['FAO', 'leisure', 'family', 3]","['TXL', 'leisure', 'family', 3]"
